,fingerprint_index,SMILES,weight,selected,above_threshold_occurrence,norm_weight
408781366,0,[CH3],0.0184697851263184,True,True,-0.042551484128734884
588941139,1,[CH2],-0.2517541683481757,True,True,0.15350599604861315
1745124488,2,[CH],,False,True,
3241453017,3,[OH],,False,True,
2024190808,4,[CH2][CH2][CH2],1.0822840479366127,True,True,-0.7773498688479155
3585449278,5,[CH3][CH2][CH2][CH2],0.018763253442971535,True,True,0.06448802188954339
1761756884,6,[CH3][CH2][CH2],0.018763253442971535,True,True,0.06448802188954339
86881846,7,[CH2][CH2][CH],-0.5789213148480421,True,True,-0.34766069710539016
1764182346,8,[CH2][CH2][CH2][CH2][CH2],0.904940272478768,True,True,-0.8918957883731959
633478272,9,[CH2][OH],,False,True,
2248068120,10,[CH2][CH2][CH]([OH])[CH2][OH],,False,True,
1194621179,11,[CH2][CH2][CH2][CH]([CH2])[OH],,False,True,
2756096705,12,[CH2][CH]([OH])[CH2][OH],,False,True,
1798560833,13,[CH][CH2][OH],0.01929647877848483,True,True,0.05621738016644606
2332023200,14,[CH][OH],,False,True,
2230853995,15,[CH3][CH2][CH2][CH2][CH2],,False,True,
99608249,16,[CH2][CH]([CH2])[OH],,False,True,
4127301570,17,[CH3][CH2],-0.023915394731200995,True,True,-0.09978241917989594
346836004,18,[CH2][CH2][CH2][CH2][CH],,False,True,
3289258337,19,[CH2][CH2][OH],0.37739636809310495,True,True,0.3170129491982081
4201881788,20,[O],,False,True,
3398511450,21,[CH2][CH2][O],,False,True,
3341742393,22,[CH2][CH2][CH2][CH2][O],,False,True,
2266582708,23,[CH2][O][CH2][CH2][OH],-0.33820545932766055,True,True,-0.25017371507452246
3833245231,24,[O][CH2][CH2][OH],-0.33820545932766055,True,True,-0.25017371507452246
860008211,25,[CH2][O][CH2][CH2][O],,False,True,
621123397,26,[C],,False,True,
2352303636,27,[O],,False,True,
3571421935,28,[N],,False,True,
824217214,29,[C][N]([CH2])[CH2],,False,False,
531614757,30,[C][N]([CH2])[CH2][CH2][OH],,False,False,
268480129,31,[N][CH2][CH2][OH],,False,False,
2126038938,32,[CH2][CH2][C](=[O])[N]([CH2])[CH2],,False,False,
2841381149,33,[CH2][CH2][N]([CH2][CH2])[C]([CH2])=[O],,False,False,
2472413237,34,[CH2][C]([N])=[O],,False,True,
1055599604,35,[CH2][CH2][N],-0.6797921756714205,True,True,-0.2668239935974448
3515192951,36,[CH2][CH2][CH2][C]([N])=[O],,False,True,
3488509092,37,[C]=[O],,False,True,
608848338,38,[C][CH2][CH2][CH2][CH2],,False,True,
902542272,39,[C][CH2][CH2],,False,True,
71236097,40,[S],-0.27549562983608716,True,True,-0.10267115930293502
1435798937,41,[C],-0.026602538404023778,True,True,-0.044681225613115494
158835249,42,[F],-0.00520656096997438,True,True,-0.015288549195822121
3020298062,43,[C][C]([F])([F])[C]([F])([F])[C]([C])([F])[F],-0.04713797163887657,True,True,-0.015288549195822565
1031152895,44,[CH2][S][CH2],,False,True,
3234848093,45,[C][F],-0.00520656096997438,True,True,-0.015288549195822121
3836159906,46,[CH2][S][CH2][CH2][O],-0.04713797163887657,True,True,-0.015288549195822565
1408766665,47,[CH2][CH2][C]([F])([F])[C]([C])([F])[F],-0.0966932751566699,True,True,-0.015288549195822565
1890015520,48,[CH2][CH2][C],-0.0966932751566699,True,True,-0.015288549195822565
2731847728,49,[C][C]([F])([F])[CH2][CH2][S],-0.0966932751566699,True,True,-0.015288549195822565
1056111820,50,[C][C]([F])([F])[F],-0.0966932751566699,True,True,-0.015288549195822565
501170475,51,[C][C]([C])([F])[F],-0.022360319879979915,True,True,-0.015288549195822565
1777126915,52,[C][CH2][CH2][S][CH2],-0.0966932751566699,True,True,-0.015288549195822565
2607452139,53,[C][C]([F])([F])[C]([F])([F])[F],-0.0966932751566699,True,True,-0.015288549195822565
1105352298,54,[C][C]([F])([F])[C]([F])([F])[C]([F])([F])[F],-0.0966932751566699,True,True,-0.015288549195822565
1050061363,55,[CH2][C]([C])([F])[F],-0.0966932751566699,True,True,-0.015288549195822565
1642931323,56,[CH2][CH2][S][CH2][CH2],,False,True,
3033121101,57,[CH2][C]([F])([F])[C]([F])([F])[C]([C])([F])[F],-0.0966932751566699,True,True,-0.015288549195822565
3975376304,58,[NH],,False,True,
3252991652,59,[CH2][CH2][NH],,False,True,
1419471055,60,[CH2][CH]([CH])[O][CH]([CH])[O],,False,True,
2559547115,61,[CH2][CH2][NH][C]([CH])=[O],,False,True,
3204830367,62,[CH2][CH]([O])[CH]([OH])[CH]([CH])[OH],-0.11810175340354165,True,True,-0.28200267989849465
3662940329,63,[CH][C]([NH])=[O],-0.10095251167285542,True,True,-0.019672710919602654
2695096831,64,[CH][CH]([CH])[OH],,False,True,
1280140868,65,[CH][O][CH]([O][CH])[CH]([CH])[OH],,False,True,
4117577934,66,[CH][CH]([O])[O],,False,True,
2907501493,67,[C][NH][CH2][CH2][CH2],-0.10095251167285542,True,True,-0.019672710919602654
2458879800,68,[CH][CH]([O])[CH]([OH])[CH2][OH],,False,True,
2923224004,69,[CH][CH]([CH])[O],,False,True,
1215045684,70,[CH][O][CH],,False,True,
2700290518,71,[C][NH][CH2],,False,True,
4271802259,72,[C][CH]([CH])[OH],,False,True,
877192649,73,[CH][CH]([OH])[CH]([OH])[CH]([O])[O],,False,True,
2345276715,74,[CH][O][CH]([CH]([CH])[OH])[CH]([CH2])[OH],,False,True,
674179319,75,[CH][CH]([CH2])[OH],-0.024930404324077834,True,True,-0.04381402530460221
576012786,76,[CH][CH]([O])[CH2][OH],,False,True,
751465417,77,[CH][CH]([OH])[CH2][OH],-0.03977535244447607,True,True,-0.027868562893509363
4136220120,78,[CH][CH]([OH])[CH]([OH])[CH]([CH])[OH],0.6853100556738333,True,True,0.534717117332191
3619769568,79,[C][CH]([OH])[CH]([OH])[CH]([CH])[O],,False,True,
2935354863,80,[CH][CH]([CH])[O][CH]([CH])[O],,False,True,
3428543687,81,[CH2][CH2][CH2][CH2][NH],-0.10095251167285542,True,True,-0.019672710919602654
656417945,82,[CH2][NH][C](=[O])[CH]([CH])[OH],-0.10095251167285542,True,True,-0.019672710919602654
4203494655,83,[CH][CH]([OH])[CH]([OH])[C]([NH])=[O],-0.10095251167285542,True,True,-0.019672710919602654
649075404,84,[CH2][CH]([CH])[O],,False,True,
3920599003,85,[c],-0.053926978868626574,True,True,-0.03290186133005513
3515050116,86,[cH],-0.022341176959859578,True,True,-0.03290186133005513
2397784371,87,[O],-0.1987510191031382,True,True,-0.11661491338738994
3483534683,88,[c][O][CH2],-0.11709858268616055,True,True,-0.03290186133005513
4261443002,89,[C][CH3],-0.016024016578106617,True,True,-0.032901861330056015
927685696,90,[CH2][O][CH2][CH2][O],-0.11709858268616055,True,True,-0.03290186133005513
3600308116,91,[c][cH][cH],-0.022341176959859578,True,True,-0.03290186133005513
1838759254,92,[C][CH2][C],-0.11709858268616055,True,True,-0.03290186133005513
2709833800,93,[cH][c]([cH])[C],-0.11709858268616055,True,True,-0.03290186133005513
2708442669,94,[C][CH2][C]([CH3])([CH3])[CH3],-0.11709858268616055,True,True,-0.03290186133005513
691323696,95,[c][cH][cH][c]([cH])[C],-0.053926978868626574,True,True,-0.03290186133005513
3492694551,96,[cH][c]([cH])[O][CH2][CH2],-0.11709858268616055,True,True,-0.03290186133005513
2265307213,97,[c][C]([CH2])([CH3])[CH3],-0.11709858268616055,True,True,-0.03290186133005513
252222914,98,[cH][cH][c]([cH][cH])[C]([CH2])([CH3])[CH3],-0.11709858268616055,True,True,-0.03290186133005513
221813547,99,[c][C]([CH3])([CH3])[CH2][C]([CH3])([CH3])[CH3],-0.11709858268616055,True,True,-0.03290186133005513
2465584213,100,[cH][c]([cH])[O],-0.11709858268616055,True,True,-0.03290186133005513
2725445069,101,[c][O][CH2][CH2][O],-0.11709858268616055,True,True,-0.03290186133005513
735415753,102,[CH2][CH2][O],-0.10893440324975863,True,True,-0.038249422576432934
3038245089,103,[cH][c]([cH])[C]([CH3])([CH3])[CH2][C],-0.11709858268616055,True,True,-0.03290186133005513
169695886,104,[c][cH][cH][c]([cH])[O],-0.053926978868626574,True,True,-0.03290186133005513
688316216,105,[CH3][C]([CH3])([CH3])[CH2],-0.11709858268616055,True,True,-0.03290186133005513
1160485376,106,[cH][cH][c]([cH][cH])[O][CH2],-0.11709858268616055,True,True,-0.03290186133005513
489252890,107,[CH],-0.06352134165190877,True,True,-0.03032461077718751
1503073001,108,[CH2][CH]1[CH][CH][C]([CH2])([O])[O]1,,False,True,
1532180479,109,[CH]=[CH][CH2],-0.06352134165190877,True,True,-0.03032461077718751
