,fingerprint_index,SMILES,weight,selected,above_threshold_occurrence,norm_weight
408781366,0,[CH3],0.05250213148168401,True,True,-0.12177894059024963
588941139,1,[CH2],0.335172583923993,True,True,-0.23660629568604735
1745124488,2,[CH],,False,True,
3241453017,3,[OH],,False,True,
2024190808,4,[CH2][CH2][CH2],1.0608702325736323,True,True,-0.7437760990409346
3585449278,5,[CH3][CH2][CH2][CH2],,False,True,
1761756884,6,[CH3][CH2][CH2],0.019957168909675735,True,True,0.12159960500250944
86881846,7,[CH2][CH2][CH],-0.2672592847144224,True,True,-0.23714417887704187
1764182346,8,[CH2][CH2][CH2][CH2][CH2],0.8464157018356016,True,True,-0.816842964823006
633478272,9,[CH2][OH],-0.010258173306080226,True,True,0.04882401398339997
2248068120,10,[CH2][CH2][CH]([OH])[CH2][OH],0.21776224606527433,True,True,0.04009327929284412
1194621179,11,[CH2][CH2][CH2][CH]([CH2])[OH],0.1051902375061071,True,True,0.04009327929284412
2756096705,12,[CH2][CH]([OH])[CH2][OH],,False,False,
1798560833,13,[CH][CH2][OH],,False,True,
2332023200,14,[CH][OH],-0.006782752799752644,True,True,0.01189967024052585
2230853995,15,[CH3][CH2][CH2][CH2][CH2],-0.00455848462021938,True,True,-0.013314560280652366
99608249,16,[CH2][CH]([CH2])[OH],,False,True,
4127301570,17,[CH3][CH2],0.019957168909675735,True,True,0.12159960500250944
346836004,18,[CH2][CH2][CH2][CH2][CH],-0.18322617518766054,True,True,-0.07082621668925437
3289258337,19,[CH2][CH2][OH],,False,True,
4201881788,20,[O],-0.05466366116692787,True,True,0.10074041680912504
3398511450,21,[CH2][CH2][O],-0.03948156364127065,True,True,0.08090296996190971
3341742393,22,[CH2][CH2][CH2][CH2][O],-0.032368473316688906,True,True,0.07957990064569431
2266582708,23,[CH2][O][CH2][CH2][OH],,False,True,
3833245231,24,[O][CH2][CH2][OH],,False,True,
860008211,25,[CH2][O][CH2][CH2][O],-0.03374016087257023,True,True,0.08952940655672759
621123397,26,[C],,False,True,
2352303636,27,[O],,False,True,
3571421935,28,[N],,False,True,
824217214,29,[C][N]([CH2])[CH2],,False,False,
531614757,30,[C][N]([CH2])[CH2][CH2][OH],,False,False,
268480129,31,[N][CH2][CH2][OH],,False,False,
2126038938,32,[CH2][CH2][C](=[O])[N]([CH2])[CH2],,False,False,
2841381149,33,[CH2][CH2][N]([CH2][CH2])[C]([CH2])=[O],,False,False,
2472413237,34,[CH2][C]([N])=[O],,False,True,
1055599604,35,[CH2][CH2][N],,False,True,
3515192951,36,[CH2][CH2][CH2][C]([N])=[O],,False,True,
3488509092,37,[C]=[O],,False,True,
608848338,38,[C][CH2][CH2][CH2][CH2],0.12580921787578142,True,True,0.06547319281786024
902542272,39,[C][CH2][CH2],,False,True,
71236097,40,[S],-0.12314202936709723,True,True,-0.05123018089012632
1435798937,41,[C],-0.01963984491501286,True,True,-0.03563025000801234
158835249,42,[F],-0.003483214198120458,True,True,-0.014053888174119678
3020298062,43,[C][C]([F])([F])[C]([F])([F])[C]([C])([F])[F],-0.03687231029724598,True,True,-0.014053888174119455
1031152895,44,[CH2][S][CH2],,False,True,
3234848093,45,[C][F],-0.003483214198120458,True,True,-0.014053888174119678
3836159906,46,[CH2][S][CH2][CH2][O],-0.03687231029724598,True,True,-0.014053888174119455
1408766665,47,[CH2][CH2][C]([F])([F])[C]([C])([F])[F],-0.07633215114166712,True,True,-0.014053888174119455
1890015520,48,[CH2][CH2][C],-0.07633215114166712,True,True,-0.014053888174119455
2731847728,49,[C][C]([F])([F])[CH2][CH2][S],-0.07633215114166712,True,True,-0.014053888174119455
1056111820,50,[C][C]([F])([F])[F],-0.07633215114166712,True,True,-0.014053888174119455
501170475,51,[C][C]([C])([F])[F],-0.017142389875035413,True,True,-0.014053888174119455
1777126915,52,[C][CH2][CH2][S][CH2],-0.07633215114166712,True,True,-0.014053888174119455
2607452139,53,[C][C]([F])([F])[C]([F])([F])[F],-0.07633215114166712,True,True,-0.014053888174119455
1105352298,54,[C][C]([F])([F])[C]([F])([F])[C]([F])([F])[F],-0.07633215114166712,True,True,-0.014053888174119455
1050061363,55,[CH2][C]([C])([F])[F],-0.07633215114166712,True,True,-0.014053888174119455
1642931323,56,[CH2][CH2][S][CH2][CH2],-0.2143034751647028,True,True,-0.11538376619771618
3033121101,57,[CH2][C]([F])([F])[C]([F])([F])[C]([C])([F])[F],-0.07633215114166712,True,True,-0.014053888174119455
3975376304,58,[NH],,False,True,
3252991652,59,[CH2][CH2][NH],,False,True,
1419471055,60,[CH2][CH]([CH])[O][CH]([CH])[O],,False,True,
2559547115,61,[CH2][CH2][NH][C]([CH])=[O],,False,True,
3204830367,62,[CH2][CH]([O])[CH]([OH])[CH]([CH])[OH],0.013223855616278936,True,True,0.034878208705518166
3662940329,63,[CH][C]([NH])=[O],,False,True,
2695096831,64,[CH][CH]([CH])[OH],-0.013822942408791861,True,True,0.046370707405265055
1280140868,65,[CH][O][CH]([O][CH])[CH]([CH])[OH],-0.009785522590021512,True,True,-0.005340711429694167
4117577934,66,[CH][CH]([O])[O],,False,True,
2907501493,67,[C][NH][CH2][CH2][CH2],,False,True,
2458879800,68,[CH][CH]([O])[CH]([OH])[CH2][OH],-0.09573103284899204,True,True,-0.0398265170296348
2923224004,69,[CH][CH]([CH])[O],-0.06929708813694267,True,True,-0.034293164991360925
1215045684,70,[CH][O][CH],,False,True,
2700290518,71,[C][NH][CH2],,False,True,
4271802259,72,[C][CH]([CH])[OH],,False,True,
877192649,73,[CH][CH]([OH])[CH]([OH])[CH]([O])[O],,False,True,
2345276715,74,[CH][O][CH]([CH]([CH])[OH])[CH]([CH2])[OH],,False,True,
674179319,75,[CH][CH]([CH2])[OH],,False,True,
576012786,76,[CH][CH]([O])[CH2][OH],,False,True,
751465417,77,[CH][CH]([OH])[CH2][OH],,False,True,
4136220120,78,[CH][CH]([OH])[CH]([OH])[CH]([CH])[OH],0.09089414022617667,True,True,0.0763474214411688
3619769568,79,[C][CH]([OH])[CH]([OH])[CH]([CH])[O],0.2689486752309566,True,True,0.08036378776965591
2935354863,80,[CH][CH]([CH])[O][CH]([CH])[O],-0.06929708813694267,True,True,-0.034293164991360925
3428543687,81,[CH2][CH2][CH2][CH2][NH],,False,True,
656417945,82,[CH2][NH][C](=[O])[CH]([CH])[OH],,False,True,
4203494655,83,[CH][CH]([OH])[CH]([OH])[C]([NH])=[O],,False,True,
649075404,84,[CH2][CH]([CH])[O],0.043771949516143015,True,True,0.05934881314857776
3920599003,85,[c],,False,True,
3515050116,86,[cH],-0.019871236738101542,True,True,-0.02667103064830867
2397784371,87,[O],-0.14232818538584466,True,True,-0.08127512124399638
3483534683,88,[c][O][CH2],-0.10068093280638117,True,True,-0.02667103064830867
4261443002,89,[C][CH3],-0.014483923666882911,True,True,-0.02667103064830867
927685696,90,[CH2][O][CH2][CH2][O],-0.10068093280638117,True,True,-0.02667103064830867
3600308116,91,[c][cH][cH],-0.019871236738101542,True,True,-0.02667103064830867
1838759254,92,[C][CH2][C],-0.10068093280638117,True,True,-0.02667103064830867
2709833800,93,[cH][c]([cH])[C],-0.10068093280638117,True,True,-0.02667103064830867
2708442669,94,[C][CH2][C]([CH3])([CH3])[CH3],-0.10068093280638117,True,True,-0.02667103064830867
691323696,95,[c][cH][cH][c]([cH])[C],-0.04680780209419475,True,True,-0.02667103064830867
3492694551,96,[cH][c]([cH])[O][CH2][CH2],-0.10068093280638117,True,True,-0.02667103064830867
2265307213,97,[c][C]([CH2])([CH3])[CH3],-0.10068093280638117,True,True,-0.02667103064830867
252222914,98,[cH][cH][c]([cH][cH])[C]([CH2])([CH3])[CH3],-0.10068093280638117,True,True,-0.02667103064830867
221813547,99,[c][C]([CH3])([CH3])[CH2][C]([CH3])([CH3])[CH3],-0.10068093280638117,True,True,-0.02667103064830867
2465584213,100,[cH][c]([cH])[O],-0.10068093280638117,True,True,-0.02667103064830867
2725445069,101,[c][O][CH2][CH2][O],-0.10068093280638117,True,True,-0.02667103064830867
735415753,102,[CH2][CH2][O],-0.10193253837512738,True,True,-0.03366720937151024
3038245089,103,[cH][c]([cH])[C]([CH3])([CH3])[CH2][C],-0.10068093280638117,True,True,-0.02667103064830867
169695886,104,[c][cH][cH][c]([cH])[O],-0.04680780209419475,True,True,-0.02667103064830867
688316216,105,[CH3][C]([CH3])([CH3])[CH2],-0.10068093280638117,True,True,-0.02667103064830867
1160485376,106,[cH][cH][c]([cH][cH])[O][CH2],-0.10068093280638117,True,True,-0.02667103064830867
489252890,107,[CH],-0.05126001207622439,True,True,-0.01953776347930869
1503073001,108,[CH2][CH]1[CH][CH][C]([CH2])([O])[O]1,,False,False,
1532180479,109,[CH]=[CH][CH2],-0.05126001207622439,True,True,-0.01953776347930869
1992864832,110,[CH]=[CH][CH2][CH2][CH2],-0.02383140912315695,True,True,-0.01953776347930869
2293059109,111,[CH2][CH2][C](=[O])[O][C],,False,False,
3511593982,112,[CH][C]([O])([O])[CH2][OH],,False,False,
3300601930,113,[CH2][CH2][CH2][C](=[O])[O],,False,True,
2009652334,114,[C][CH2][OH],,False,False,
1513124145,115,[CH2][CH]([CH])[O][C]([CH])([O])[O],,False,False,
3580343328,116,[C][O][C],,False,False,
881501737,117,[C][O][CH]([CH2][OH])[CH]([CH])[OH],,False,False,
