,fingerprint_index,SMILES,weight,selected,above_threshold_occurence,norm_weight,above_threshold_occurance
2109266033,98,[cH][c]([cH])[C],-0.09577985143802067,True,,-0.02682372368396438,True
2147637259,99,[c][cH][cH],-0.018310853951386305,True,,-0.02682372368396438,True
2100032007,100,[cH][c]([cH])[O],-0.09577985143802067,True,,-0.02682372368396438,True
3188168535,101,[c][O][CH2],-0.09577985143802067,True,,-0.02682372368396438,True
3605008363,102,[CH2][CH2][O],-0.07401589339038839,True,,-0.025900167380384226,True
3185120398,103,[C][CH2][C]([CH3])([CH3])[CH3],-0.09577985143802067,True,,-0.02682372368396438,True
501671658,104,[c][C]([CH3])([CH3])[CH2][C]([CH3])([CH3])[CH3],-0.09577985143802067,True,,-0.02682372368396438,True
3541052046,105,[cH][c]([cH])[C]([CH3])([CH3])[CH2][C],-0.09577985143802067,True,,-0.02682372368396438,True
1051547202,106,[cH][cH][c]([cH][cH])[C]([CH2])([CH3])[CH3],-0.09577985143802067,True,,-0.02682372368396438,True
418590412,107,[c][cH][cH][c]([cH])[C],-0.044133853113597764,True,,-0.02682372368396438,True
3798876652,108,[c][cH][cH][c]([cH])[O],-0.044133853113597764,True,,-0.02682372368396438,True
3261174473,109,[cH][cH][c]([cH][cH])[O][CH2],-0.09577985143802067,True,,-0.02682372368396438,True
3046844579,110,[cH][c]([cH])[O][CH2][CH2],-0.09577985143802067,True,,-0.02682372368396438,True
3183394848,111,[c][O][CH2][CH2][O],-0.09577985143802067,True,,-0.02682372368396438,True
304633600,112,[CH2][O][CH2][CH2][O],-0.09577985143802067,True,,-0.02682372368396438,True
1946083342,113,[CH],-0.03645210692742294,True,,-0.018583129371360058,True
405168047,114,[CH][CH2][CH2],-0.03645210692742294,True,,-0.018583129371360058,True
397384550,115,[CH]=[CH][CH2],-0.03645210692742294,True,,-0.018583129371360058,True
3145721955,116,[CH2][C](=[O])[O],,False,,,True
1728803276,117,[C][O][C],,False,,,False
3510442028,118,[CH][C]([O])([O])[O],,False,,,False
3522278113,119,[C][O][C],,False,,,False
4160119529,120,[CH2][C]([CH])([O])[O],,False,,,True
1246506466,121,[C][CH2][OH],,False,,,True
590564413,122,[C][O][CH],,False,,,True
3544426200,123,[C][CH]([CH])[OH],0.46288159336972223,True,,0.1531259501187171,True
230611379,124,[CH][CH2][CH2][CH2][CH2],-0.022813563519203547,True,,-0.018583129371360113,True
2348678886,125,[CH2][CH]=[CH][CH2][CH2],-0.03645210692742294,True,,-0.018583129371360058,True
65521271,126,[CH][CH2][CH2][CH2][CH2],-0.07736773715208134,True,,-0.018583129371360058,True
1677354821,127,[CH2][CH2][CH2][C](=[O])[O],,False,,,True
2377840407,128,[CH2][CH2][C](=[O])[O][C],,False,,,False
3178605751,129,[CH2][C](=[O])[O][C]([CH])([O])[O],,False,,,False
1259595693,130,[C][O][C]([O][C])([O][CH])[CH]([CH])[OH],,False,,,False
428391211,131,[CH2][C]([CH])([O])[O][C]([CH])([O])[O],,False,,,False
984772181,132,[C][O][C]1([CH2][OH])[O][CH][CH][CH]1[OH],,False,,,False
1565748324,133,[CH][C]([O])([O])[CH2][OH],,False,,,True
2750663944,134,[CH2][CH]1[CH][CH][C]([CH2])([O])[O]1,,False,,,True
3074847232,135,[OH][CH2][CH]1[O][C][CH][CH]1[OH],,False,,,True
950337476,136,[CH2][CH]1[O][C][CH]([OH])[CH]1[OH],,False,,,True
4292541488,137,[CH2][C]1([O])[O][CH][CH]([OH])[CH]1[OH],,False,,,True
3959635949,138,[CH2][CH]([CH])[O][C]([CH])([O])[O],,False,,,False
3932098561,139,[C][CH]([OH])[CH]([OH])[CH]([CH])[OH],-1.6637797773659553,True,,-0.22641174993933258,True
2955546325,140,[CH][CH]([OH])[CH]([OH])[C]([O])([O])[O],,False,,,False
4103019142,141,[CH2][C]([CH2])=[O],,False,,,True
857176388,142,[C][CH2][C],,False,,,True
10856466,143,[CH2][C]([NH])=[O],,False,,,True
3231315694,144,[C][NH][CH],,False,,,True
706580967,145,[C][CH]([CH2])[NH],-0.030487977295129018,True,,-0.005922508263725618,True
2363596439,146,[C][O][CH2],,False,,,True
1194035764,147,[CH][C](=[O])[O],-0.6161784355894958,True,,-0.1480012729581792,True
2484777265,148,[CH2][CH2][CH2][C]([CH2])=[O],,False,,,True
3129807539,149,[C][CH2][C](=[O])[CH2][CH2],,False,,,True
979005520,150,[CH2][C](=[O])[CH2][C]([NH])=[O],,False,,,True
2972100609,151,[C][CH2][C](=[O])[NH][CH],,False,,,True
1247508853,152,[C][CH]([CH2])[NH][C]([CH2])=[O],-0.030487977295129018,True,,-0.005922508263725618,True
3208541561,153,[C][NH][CH]1[CH2][CH2][O][C]1=[O],-0.030487977295129018,True,,-0.005922508263725618,True
2586151204,154,[NH][CH]1[C][O][CH2][CH2]1,-0.030487977295129018,True,,-0.005922508263725618,True
1289733356,155,[C]1[CH][CH2][CH2][O]1,-0.030487977295129018,True,,-0.005922508263725618,True
2670676641,156,[O]=[C]1[CH][CH2][CH2][O]1,,False,,,True
754917428,157,[NH][CH]1[CH2][CH2][O][C]1=[O],-0.030487977295129018,True,,-0.005922508263725618,True
2478409086,158,[CH2][CH2][CH2][C]([NH])=[O],,False,,,True
2711658528,159,[CH2][CH2][C](=[O])[NH][CH],,False,,,True
3528365884,160,[CH][CH2][O],0.1532919802954735,True,,0.05099704734996105,True
3859127983,161,[CH2][CH2][O][CH2][CH],,False,,,True
4290481548,162,[O][CH2][CH]([OH])[CH2][OH],,False,,,False
199601932,163,[CH2][O][CH],,False,,,True
80344395,164,[CH2][CH2][CH2][O][CH],,False,,,True
4214249077,165,[CH2][CH2][O][CH]([CH])[O],,False,,,True
1174850375,166,[CH2][O][CH]([O][CH])[CH]([CH])[OH],,False,,,True
1359030268,167,[CH3][CH2][CH2][CH2][O],,False,,,False
2070529719,168,[CH2][O][CH2][CH]([CH])[OH],,False,,,True
62181279,169,[CH][CH]([OH])[CH]([OH])[CH2][O],,False,,,True
1492256456,170,[CH2][CH]([OH])[CH]([OH])[CH]([CH2])[OH],-0.24439261603674178,True,,-0.1008286946436252,True
3394930777,171,[CH][CH]([OH])[CH]([OH])[CH2][OH],,False,,,True
1792771497,172,[CH][CH2][O],0.22651840344007818,True,,0.06761827070696044,True
3552614577,173,[CH2][CH2][C](=[O])[O][CH2],,False,,,True
864024336,174,[C][O][CH2][CH]([CH])[OH],,False,,,True
4186520776,175,[CH][CH]([OH])[CH]([OH])[CH2][O],,False,,,True
1591887419,176,[C][CH2][CH2][CH2][CH3],,False,,,False
1113065109,177,[CH][CH2][S],,False,,,True
1527591319,178,[CH3][CH2][CH2][CH2][S],,False,,,False
1461558302,179,[CH2][CH2][S][CH2][CH],,False,,,True
4219504678,180,[CH][CH]([OH])[CH]([OH])[CH2][S],,False,,,True
1008153002,181,[CH2][CH]([CH2])[O],,False,,,True
4067861211,182,[CH2][CH2][CH2][CH]([CH2])[O],,False,,,True
1422093470,183,[CH2][CH2][CH]([CH2][CH2])[O][CH],,False,,,False
2138049354,184,[CH][CH2][CH2][CH2][CH3],,False,,,False
3395466208,185,[CH2][CH]([CH2])[O][CH]([CH])[O],,False,,,True
1461019263,186,[CH][CH2][CH3],,False,,,False
1863678602,187,[CH2][CH2][CH]([CH2][CH3])[O][CH],,False,,,False
2730636930,188,[CH3][CH2][CH]([CH2])[O],,False,,,False
3046547065,189,[CH2][CH]([CH3])[O],,False,,,False
438888534,190,[CH][CH3],,False,,,True
3830652778,191,[CH2][CH2][CH2][CH]([CH3])[O],,False,,,False
3376165284,192,[CH2][CH2][CH]([CH3])[O][CH],,False,,,False
3695644241,193,[CH2][CH]([CH3])[O][CH]([CH])[O],,False,,,False
2312068314,194,[CH3][CH2][CH2][CH]([CH2])[O],,False,,,False
1072634941,195,[CH][CH2][CH2][CH3],,False,,,False
1707814329,196,[CH][CH]([O])[OH],,False,,,True
500202114,197,[C][O][CH2][CH]([CH])[O],,False,,,True
2410830020,198,[CH][O][CH]([CH2][O])[CH]([CH])[OH],,False,,,True
1842502174,199,[CH2][CH]([CH])[O][CH]([CH])[O],,False,,,True
2441492553,200,[CH][CH]([CH])[O][CH]([CH])[O],,False,,,False
1270027616,201,[CH][O][CH]([CH]([CH2])[O])[CH]([CH])[OH],,False,,,True
1344233445,202,[CH][O][CH]([CH2][OH])[CH]([CH])[O],,False,,,True
2566696705,203,[CH][CH]([CH2])[O][CH]([CH])[OH],,False,,,False
3429485852,204,[CH][O][CH]([OH])[CH]([CH])[OH],,False,,,False
2738674922,205,[CH][CH]([OH])[CH]([OH])[CH]([O])[OH],,False,,,False
1608819205,206,[CH][CH]([O])[CH]([OH])[CH]([CH])[OH],,False,,,False
2375242104,207,[CH][CH]([OH])[CH]([OH])[CH]([O])[O],,False,,,True
1367904640,208,[CH2][CH]([O])[CH]([OH])[CH]([CH])[OH],,False,,,True
1974114355,209,[CH2][CH]([CH2])[S],,False,,,False
2757719888,210,[CH][S][CH2],-0.3770201265726587,True,,-0.07323886375283395,True
2534237434,211,[C][CH2][O],,False,,,False
187571206,212,[CH2][C]([CH])([CH])[OH],,False,,,False
124889035,213,[C][OH],,False,,,False
2158028395,214,[CH2][CH2][CH2][CH]([CH2])[S],,False,,,False
1197860719,215,[CH2][CH2][CH]([CH2][CH2])[S][CH2],,False,,,False
643914724,216,[CH2][CH2][CH2][CH2][CH3],,False,,,False
2659071483,217,[CH2][CH2][S][CH]([CH2])[CH2],,False,,,False
2988209615,218,[C][CH2][CH2][S][CH],,False,,,False
2343956345,219,[O]=[C]([O])[CH2][CH2][S],,False,,,False
3404992163,220,[C][CH2][O][C]([CH2])=[O],,False,,,False
2206544704,221,[C][O][CH2][C]([CH])([CH])[OH],,False,,,False
1839403279,222,[O][CH2][C]1([OH])[CH]([OH])[CH][CH][CH]1[OH],,False,,,False
1792295829,223,[CH2][C]1([OH])[CH][CH][CH]([OH])[CH]1[OH],,False,,,False
330985608,224,[OH][CH]1[C][CH][CH]([OH])[CH]1[OH],,False,,,False
3086966451,225,[C][N]([CH3])[CH2],,False,,,True
3209374481,226,[CH3][N],,False,,,True
609776002,227,[CH][CH2][N],,False,,,True
56464229,228,[CH2][CH2][C](=[O])[N]([CH3])[CH2],,False,,,True
3613555598,229,[CH][CH2][N]([CH3])[C]([CH2])=[O],,False,,,True
258646059,230,[C][N]([CH3])[CH2][CH]([CH])[OH],,False,,,True
2990791772,231,[CH][CH]([OH])[CH]([OH])[CH2][N],,False,,,True
3838413962,232,[CH2][CH]([OH])[CH]([OH])[CH]([CH])[OH],0.44189026974077256,True,,0.06013364906476189,True
2762368159,233,[CH][CH]([OH])[CH]([OH])[CH]([CH2])[OH],,False,,,True
107553618,234,[CH][O][CH]([O][CH2])[CH]([CH])[OH],,False,,,True
4116473328,235,[CH][CH2][O][CH]([CH])[O],,False,,,True
2844928370,236,[CH][O][CH2][CH]([CH])[O],,False,,,True
1972349843,237,[CH][O][CH]([CH2][O])[CH]([CH])[OH],,False,,,True
1217419212,238,[CH][O][CH]([O][C])[CH]([CH])[OH],,False,,,True
3825638760,239,[CH][CH]([O])[O][C]([CH2])([CH])[O],,False,,,True
541352221,240,[CH][O][C]1([CH2][OH])[O][CH][CH][CH]1[OH],,False,,,True
3322808449,241,[CH][CH]([O])[S],,False,,,True
819598549,242,[C][O][CH],,False,,,True
4089211820,243,[CH2][CH2][S][CH]([CH])[O],,False,,,True
1938756408,244,[CH2][S][CH]1[O][C][CH][CH]1[OH],,False,,,True
3631579404,245,[O]=[C]1[CH][CH][CH]([S])[O]1,,False,,,True
1190467021,246,[O]=[C]1[O][CH][CH][CH]1[OH],,False,,,True
2264995724,247,[O]=[C]1[O][CH][CH]([OH])[CH]1[OH],,False,,,True
1134592437,248,[OH][CH]1[C][O][CH]([S])[CH]1[OH],,False,,,True
576997461,249,[CH][CH]([CH])[NH],,False,,,False
3360188559,250,[CH2][C](=[O])[NH][CH]([CH])[CH],,False,,,False
531326834,251,[C][NH][CH]([CH]([CH])[OH])[CH]([OH])[O],,False,,,False
479331271,252,[CH][O][CH]([OH])[CH]([CH])[NH],,False,,,False
2974123614,253,[CH2][CH]([CH])[O][CH]([CH])[OH],,False,,,False
503517475,254,[CH][CH]([NH])[CH]([OH])[CH]([CH])[OH],,False,,,False
731038629,255,[CH][CH]([NH])[O],,False,,,False
3454762462,256,[CH2][C](=[O])[NH][CH]([CH])[O],,False,,,False
2686948381,257,[C][NH][CH]([O][CH])[CH]([CH])[OH],,False,,,False
3753668579,258,[CH2][CH]([CH])[O][CH]([CH])[NH],,False,,,False
2778866452,259,[CH][CH]([OH])[CH]([OH])[CH]([NH])[O],,False,,,False
656876932,260,[CH3][CH]([CH3])[CH2],,False,,,True
6004683,261,[CH2][CH]([CH3])[CH2],,False,,,True
1031766201,262,[CH2][CH2][CH]([CH3])[CH3],,False,,,True
4090333420,263,[CH2][CH2][CH2][CH]([CH3])[CH3],,False,,,True
4171077404,264,[CH][CH2][CH2][CH2][CH],,False,,,True
3101776533,265,[CH2][CH2][CH2][CH]([CH3])[CH2],,False,,,True
17269295,266,[CH2][CH2][CH]([CH3])[CH2][CH2],,False,,,True
4279503605,267,[CH2][CH]([CH3])[CH2][CH2][O],,False,,,True
2284864553,268,[CH][CH]([OH])[CH]([OH])[CH]([CH])[O],,False,,,True
590478354,269,[NH2],,False,,,True
875996848,270,[CH][CH]([CH])[NH2],,False,,,True
136263921,271,[CH][NH2],,False,,,True
463173693,272,[CH2][O][CH]([O][CH])[CH]([CH])[NH2],,False,,,True
675949746,273,[CH][CH]([NH2])[CH]([OH])[CH]([CH])[OH],,False,,,True
1432415764,274,[CH][CH]([OH])[CH]([NH2])[CH]([O])[O],,False,,,True
216099488,275,[CH][C]([N])=[O],,False,,,True
428695425,276,[CH2][CH2][CH2][CH2][N],,False,,,True
3647690989,277,[C][N]([CH3])[CH2][CH2][CH2],,False,,,True
3557618729,278,[CH][CH]([OH])[C](=[O])[N]([CH2])[CH3],,False,,,True
2956680986,279,[CH][CH]([OH])[CH]([OH])[C]([N])=[O],,False,,,True
4149821175,280,[C][CH]([OH])[CH]([OH])[CH]([CH])[OH],,False,,,True
4080976508,281,[C][N]([CH3])[CH2][CH]([CH2])[OH],,False,,,False
2022982414,282,[N][CH2][CH]([OH])[CH2][OH],,False,,,False
4172411022,283,[CH2][CH2][C](=[O])[NH][CH2],,False,,,False
3321205534,284,[CH2][CH2][NH][C]([CH2])=[O],,False,,,False
1232916925,285,[C][NH][CH2][CH2][O],,False,,,False
4041426911,286,[CH][O][CH2][CH2][NH],,False,,,False
2746269778,287,[CH2][CH]([OH])[CH]([OH])[CH]([CH])[O],,False,,,True
1010039766,288,[CH][CH]([O])[S],,False,,,False
2740392073,289,[CH2][CH2][S][CH]([CH])[O],,False,,,False
2079373589,290,[CH][O][CH]([S][CH2])[CH]([CH])[OH],,False,,,False
810603408,291,[CH2][CH]([CH])[O][CH]([CH])[S],,False,,,False
477222795,292,[CH][CH]([OH])[CH]([OH])[CH]([O])[S],,False,,,False
