,fingerprint_index,SMILES,weight,selected,above_threshold_occurrence,norm_weight
408781366,0,[CH3],,False,True,
588941139,1,[CH2],0.10592997864670765,True,True,-0.06595201441347799
1745124488,2,[CH],,False,True,
3241453017,3,[OH],,False,True,
2024190808,4,[CH2][CH2][CH2],0.8927261943680953,True,True,-0.5850748040608225
3585449278,5,[CH3][CH2][CH2][CH2],0.010358517832536532,True,True,0.08534158420673982
1761756884,6,[CH3][CH2][CH2],,False,True,
86881846,7,[CH2][CH2][CH],-0.28094499316218163,True,True,-0.21942569446525967
1764182346,8,[CH2][CH2][CH2][CH2][CH2],0.7795673007005929,True,True,-0.6559449525572301
633478272,9,[CH2][OH],-0.0021358000565731587,True,True,-0.0055655351139290155
2248068120,10,[CH2][CH2][CH]([OH])[CH2][OH],,False,False,
1194621179,11,[CH2][CH2][CH2][CH]([CH2])[OH],,False,False,
2756096705,12,[CH2][CH]([OH])[CH2][OH],,False,False,
1798560833,13,[CH][CH2][OH],,False,True,
2332023200,14,[CH][OH],,False,True,
2230853995,15,[CH3][CH2][CH2][CH2][CH2],,False,True,
99608249,16,[CH2][CH]([CH2])[OH],-0.47791338820314244,True,True,-0.09343560033631465
4127301570,17,[CH3][CH2],,False,True,
346836004,18,[CH2][CH2][CH2][CH2][CH],-0.11408962112574525,True,True,-0.037192080985026826
3289258337,19,[CH2][CH2][OH],0.15778529531600366,True,True,0.09327779957456855
4201881788,20,[O],,False,True,
3398511450,21,[CH2][CH2][O],,False,True,
3341742393,22,[CH2][CH2][CH2][CH2][O],,False,True,
2266582708,23,[CH2][O][CH2][CH2][OH],-0.34081946853021283,True,True,-0.17826679692081854
3833245231,24,[O][CH2][CH2][OH],-0.34081946853021283,True,True,-0.17826679692081854
860008211,25,[CH2][O][CH2][CH2][O],,False,True,
621123397,26,[C],,False,True,
2352303636,27,[O],,False,True,
3571421935,28,[N],-0.23306576084513064,True,True,-0.07607995338264995
824217214,29,[C][N]([CH2])[CH2],,False,False,
531614757,30,[C][N]([CH2])[CH2][CH2][OH],,False,False,
268480129,31,[N][CH2][CH2][OH],,False,False,
2126038938,32,[CH2][CH2][C](=[O])[N]([CH2])[CH2],,False,False,
2841381149,33,[CH2][CH2][N]([CH2][CH2])[C]([CH2])=[O],,False,False,
2472413237,34,[CH2][C]([N])=[O],,False,True,
1055599604,35,[CH2][CH2][N],-0.3334503597411376,True,True,-0.10400230657918191
3515192951,36,[CH2][CH2][CH2][C]([N])=[O],,False,True,
3488509092,37,[C]=[O],,False,True,
608848338,38,[C][CH2][CH2][CH2][CH2],,False,True,
902542272,39,[C][CH2][CH2],,False,True,
71236097,40,[S],,False,True,
1435798937,41,[C],-0.017204818589740278,True,True,-0.05216743160815707
158835249,42,[F],-0.003639959875479392,True,True,-0.05043778966288194
3020298062,43,[C][C]([F])([F])[C]([F])([F])[C]([C])([F])[F],-0.06526516237156799,True,True,-0.046557247452346406
1031152895,44,[CH2][S][CH2],,False,True,
3234848093,45,[C][F],-0.003639959875479392,True,True,-0.05043778966288194
3836159906,46,[CH2][S][CH2][CH2][O],,False,True,
1408766665,47,[CH2][CH2][C]([F])([F])[C]([C])([F])[F],,False,True,
1890015520,48,[CH2][CH2][C],,False,True,
2731847728,49,[C][C]([F])([F])[CH2][CH2][S],,False,True,
1056111820,50,[C][C]([F])([F])[F],,False,True,
501170475,51,[C][C]([C])([F])[F],-0.03064175908962663,True,True,-0.04182499180779206
1777126915,52,[C][CH2][CH2][S][CH2],,False,True,
2607452139,53,[C][C]([F])([F])[C]([F])([F])[F],,False,True,
1105352298,54,[C][C]([F])([F])[C]([F])([F])[C]([F])([F])[F],,False,True,
1050061363,55,[CH2][C]([C])([F])[F],,False,True,
1642931323,56,[CH2][CH2][S][CH2][CH2],,False,True,
3033121101,57,[CH2][C]([F])([F])[C]([F])([F])[C]([C])([F])[F],,False,True,
3975376304,58,[NH],,False,True,
3252991652,59,[CH2][CH2][NH],,False,True,
1419471055,60,[CH2][CH]([CH])[O][CH]([CH])[O],,False,True,
2559547115,61,[CH2][CH2][NH][C]([CH])=[O],,False,True,
3204830367,62,[CH2][CH]([O])[CH]([OH])[CH]([CH])[OH],,False,True,
3662940329,63,[CH][C]([NH])=[O],,False,True,
2695096831,64,[CH][CH]([CH])[OH],,False,True,
1280140868,65,[CH][O][CH]([O][CH])[CH]([CH])[OH],,False,True,
4117577934,66,[CH][CH]([O])[O],,False,True,
2907501493,67,[C][NH][CH2][CH2][CH2],,False,True,
