,fingerprint_index,SMILES,weight,selected,above_threshold_occurrence,norm_weight
408781366,0,[CH3],-0.0038346351231312286,True,True,0.008504220792557679
588941139,1,[CH2],-0.06652729174926748,True,True,0.0444324141865543
1745124488,2,[CH],,False,True,
3241453017,3,[OH],,False,True,
2024190808,4,[CH2][CH2][CH2],0.9894193096200564,True,True,-0.7309967763117978
3585449278,5,[CH3][CH2][CH2][CH2],0.012071502586567242,True,True,0.04030645670103966
1761756884,6,[CH3][CH2][CH2],0.012071502586567242,True,True,0.04030645670103966
86881846,7,[CH2][CH2][CH],-0.4247745957311501,True,True,-0.377458889745348
1764182346,8,[CH2][CH2][CH2][CH2][CH2],0.7880625148767212,True,True,-0.8042414385316528
633478272,9,[CH2][OH],,False,True,
2248068120,10,[CH2][CH2][CH]([OH])[CH2][OH],,False,True,
1194621179,11,[CH2][CH2][CH2][CH]([CH2])[OH],0.2840342758772218,True,True,0.08940837757958386
2756096705,12,[CH2][CH]([OH])[CH2][OH],,False,True,
1798560833,13,[CH][CH2][OH],,False,True,
2332023200,14,[CH][OH],,False,True,
2230853995,15,[CH3][CH2][CH2][CH2][CH2],,False,True,
99608249,16,[CH2][CH]([CH2])[OH],,False,True,
4127301570,17,[CH3][CH2],-0.0022286048424124388,True,True,-0.008538785376176333
346836004,18,[CH2][CH2][CH2][CH2][CH],-0.1344465484532697,True,True,-0.04521212137009717
3289258337,19,[CH2][CH2][OH],-0.04699699865702668,True,True,-0.039804061011265435
4201881788,20,[O],,False,True,
3398511450,21,[CH2][CH2][O],,False,True,
3341742393,22,[CH2][CH2][CH2][CH2][O],,False,True,
2266582708,23,[CH2][O][CH2][CH2][OH],,False,True,
3833245231,24,[O][CH2][CH2][OH],,False,True,
860008211,25,[CH2][O][CH2][CH2][O],,False,True,
621123397,26,[C],,False,True,
2352303636,27,[O],,False,True,
3571421935,28,[N],,False,True,
824217214,29,[C][N]([CH2])[CH2],,False,False,
531614757,30,[C][N]([CH2])[CH2][CH2][OH],,False,False,
268480129,31,[N][CH2][CH2][OH],,False,False,
2126038938,32,[CH2][CH2][C](=[O])[N]([CH2])[CH2],,False,False,
2841381149,33,[CH2][CH2][N]([CH2][CH2])[C]([CH2])=[O],,False,False,
2472413237,34,[CH2][C]([N])=[O],,False,True,
1055599604,35,[CH2][CH2][N],,False,True,
3515192951,36,[CH2][CH2][CH2][C]([N])=[O],,False,True,
3488509092,37,[C]=[O],,False,True,
608848338,38,[C][CH2][CH2][CH2][CH2],,False,True,
902542272,39,[C][CH2][CH2],,False,True,
71236097,40,[S],-0.2010799564251542,True,True,-0.07149991058875216
1435798937,41,[C],-0.02593605119276733,True,True,-0.04865266471996138
158835249,42,[F],-0.004357919998928971,True,True,-0.016210373596275807
3020298062,43,[C][C]([F])([F])[C]([F])([F])[C]([C])([F])[F],-0.044170104395924135,True,True,-0.016210373596275807
1031152895,44,[CH2][S][CH2],,False,True,
3234848093,45,[C][F],-0.004357919998928971,True,True,-0.016210373596275807
3836159906,46,[CH2][S][CH2][CH2][O],-0.044170104395924135,True,True,-0.016210373596275807
