,fingerprint_index,SMILES,weight,selected,above_threshold_occurrence,norm_weight
408781366,0,[CH3],,False,True,
588941139,1,[CH2],0.2345327747788904,True,True,-0.1414684670328365
1745124488,2,[CH],,False,True,
3241453017,3,[OH],0.0043128852972023944,True,True,-0.010625497652646837
2024190808,4,[CH2][CH2][CH2],0.8416467036360903,True,True,-0.5257638373961855
3585449278,5,[CH3][CH2][CH2][CH2],0.00024881325470846587,True,True,0.016543742802401673
1761756884,6,[CH3][CH2][CH2],,False,True,
86881846,7,[CH2][CH2][CH],-0.2493664520630425,True,True,-0.16251386342070176
1764182346,8,[CH2][CH2][CH2][CH2][CH2],0.7393307430286287,True,True,-0.5998476150888263
633478272,9,[CH2][OH],0.03018526560491873,True,True,0.06991652982639988
2248068120,10,[CH2][CH2][CH]([OH])[CH2][OH],,False,True,
1194621179,11,[CH2][CH2][CH2][CH]([CH2])[OH],,False,True,
2756096705,12,[CH2][CH]([OH])[CH2][OH],-0.37950817528235026,True,True,-0.057430965217288875
1798560833,13,[CH][CH2][OH],-0.021318198901850764,True,True,-0.026157527054582907
2332023200,14,[CH][OH],0.004299131477251419,True,True,-0.024650455884726225
2230853995,15,[CH3][CH2][CH2][CH2][CH2],-0.0024917495466915524,True,True,-0.015166831999960106
99608249,16,[CH2][CH]([CH2])[OH],,False,True,
4127301570,17,[CH3][CH2],,False,True,
346836004,18,[CH2][CH2][CH2][CH2][CH],-0.4756443983721113,True,True,-0.18052414884528023
3289258337,19,[CH2][CH2][OH],,False,True,
4201881788,20,[O],,False,True,
3398511450,21,[CH2][CH2][O],,False,True,
3341742393,22,[CH2][CH2][CH2][CH2][O],,False,True,
2266582708,23,[CH2][O][CH2][CH2][OH],-0.36361964218411813,True,True,-0.19109603871404748
3833245231,24,[O][CH2][CH2][OH],-0.36361964218411813,True,True,-0.19109603871404748
860008211,25,[CH2][O][CH2][CH2][O],,False,True,
621123397,26,[C],-0.052029956166638726,True,True,-0.05119401337467312
2352303636,27,[O],,False,True,
3571421935,28,[N],-0.07544980805663604,True,True,-0.02473074106110157
824217214,29,[C][N]([CH2])[CH2],,False,False,
