,fingerprint_index,SMILES,weight,selected,above_threshold_occurrence,norm_weight
408781366,0,[CH3],,False,True,
588941139,1,[CH2],0.24712035585799558,True,True,-0.135640734309654
1745124488,2,[CH],,False,True,
3241453017,3,[OH],0.008932083350123542,True,True,-0.021905591895270637
2024190808,4,[CH2][CH2][CH2],0.8141481660393505,True,True,-0.520140183720221
3585449278,5,[CH3][CH2][CH2][CH2],0.0012464529059308732,True,True,0.016251757564632735
1761756884,6,[CH3][CH2][CH2],,False,True,
86881846,7,[CH2][CH2][CH],-0.17447183377047767,True,True,-0.12413255287676456
1764182346,8,[CH2][CH2][CH2][CH2][CH2],0.7010795259861572,True,True,-0.574605203924325
633478272,9,[CH2][OH],-0.006441703483964814,True,True,-0.017639741294263406
2248068120,10,[CH2][CH2][CH]([OH])[CH2][OH],-0.18684512941635442,True,True,-0.02566515234769623
1194621179,11,[CH2][CH2][CH2][CH]([CH2])[OH],-0.10549056628076471,True,True,-0.025435311836775998
2756096705,12,[CH2][CH]([OH])[CH2][OH],,False,True,
1798560833,13,[CH][CH2][OH],-0.021903201707677972,True,True,-0.028383094469807302
2332023200,14,[CH][OH],,False,True,
2230853995,15,[CH3][CH2][CH2][CH2][CH2],,False,True,
99608249,16,[CH2][CH]([CH2])[OH],-0.16816132260903757,True,True,-0.04290215471877584
4127301570,17,[CH3][CH2],,False,True,
346836004,18,[CH2][CH2][CH2][CH2][CH],-0.16262444715174348,True,True,-0.051897907295124834
3289258337,19,[CH2][CH2][OH],-0.0068534829986069455,True,True,-0.004182871069199054
4201881788,20,[O],,False,True,
3398511450,21,[CH2][CH2][O],,False,True,
3341742393,22,[CH2][CH2][CH2][CH2][O],,False,True,
2266582708,23,[CH2][O][CH2][CH2][OH],-0.2682754056278022,True,True,-0.14339923616529168
3833245231,24,[O][CH2][CH2][OH],-0.2682754056278022,True,True,-0.14339923616529168
860008211,25,[CH2][O][CH2][CH2][O],,False,True,
621123397,26,[C],,False,True,
2352303636,27,[O],,False,True,
3571421935,28,[N],-0.3183895502917154,True,True,-0.10170581111112335
824217214,29,[C][N]([CH2])[CH2],,False,False,
531614757,30,[C][N]([CH2])[CH2][CH2][OH],,False,False,
268480129,31,[N][CH2][CH2][OH],,False,False,
2126038938,32,[CH2][CH2][C](=[O])[N]([CH2])[CH2],,False,False,
2841381149,33,[CH2][CH2][N]([CH2][CH2])[C]([CH2])=[O],,False,False,
2472413237,34,[CH2][C]([N])=[O],,False,True,
1055599604,35,[CH2][CH2][N],-0.0724540917765863,True,True,-0.019530962351499065
3515192951,36,[CH2][CH2][CH2][C]([N])=[O],,False,True,
3488509092,37,[C]=[O],,False,True,
608848338,38,[C][CH2][CH2][CH2][CH2],,False,True,
902542272,39,[C][CH2][CH2],,False,True,
71236097,40,[S],-0.17625970262980606,True,True,-0.042749257146038194
1435798937,41,[C],-0.017743409346021553,True,True,-0.05008513895890934
158835249,42,[F],-0.0030548949523637446,True,True,-0.033947268075966985
3020298062,43,[C][C]([F])([F])[C]([F])([F])[C]([C])([F])[F],-0.06626190745998448,True,True,-0.04345454669327395
1031152895,44,[CH2][S][CH2],,False,True,
3234848093,45,[C][F],-0.0030548949523637446,True,True,-0.033947268075966985
3836159906,46,[CH2][S][CH2][CH2][O],,False,True,
1408766665,47,[CH2][CH2][C]([F])([F])[C]([C])([F])[F],,False,True,
1890015520,48,[CH2][CH2][C],,False,True,
2731847728,49,[C][C]([F])([F])[CH2][CH2][S],,False,True,
1056111820,50,[C][C]([F])([F])[F],-0.16570976479163346,True,True,-0.044669267091234616
501170475,51,[C][C]([C])([F])[F],-0.02334689880493529,True,True,-0.02983157302379652
1777126915,52,[C][CH2][CH2][S][CH2],,False,True,
2607452139,53,[C][C]([F])([F])[C]([F])([F])[F],,False,True,
1105352298,54,[C][C]([F])([F])[C]([F])([F])[C]([F])([F])[F],,False,True,
1050061363,55,[CH2][C]([C])([F])[F],,False,True,
1642931323,56,[CH2][CH2][S][CH2][CH2],,False,True,
3033121101,57,[CH2][C]([F])([F])[C]([F])([F])[C]([C])([F])[F],,False,True,
3975376304,58,[NH],-0.007709790743488354,True,True,-0.001869898916871282
3252991652,59,[CH2][CH2][NH],,False,True,
1419471055,60,[CH2][CH]([CH])[O][CH]([CH])[O],,False,True,
2559547115,61,[CH2][CH2][NH][C]([CH])=[O],-0.2125113574050981,True,True,-0.04516118367424307
3204830367,62,[CH2][CH]([O])[CH]([OH])[CH]([CH])[OH],,False,True,
3662940329,63,[CH][C]([NH])=[O],0.03233692402537552,True,True,0.004441818120491492
2695096831,64,[CH][CH]([CH])[OH],,False,True,
1280140868,65,[CH][O][CH]([O][CH])[CH]([CH])[OH],,False,True,
4117577934,66,[CH][CH]([O])[O],,False,True,
2907501493,67,[C][NH][CH2][CH2][CH2],0.03233692402537552,True,True,0.004441818120491492
2458879800,68,[CH][CH]([O])[CH]([OH])[CH2][OH],0.04248915483227431,True,True,0.013068063995929705
2923224004,69,[CH][CH]([CH])[O],,False,True,
1215045684,70,[CH][O][CH],,False,True,
2700290518,71,[C][NH][CH2],,False,True,
4271802259,72,[C][CH]([CH])[OH],-0.1467292821483802,True,True,-0.03960268776730305
877192649,73,[CH][CH]([OH])[CH]([OH])[CH]([O])[O],,False,True,
2345276715,74,[CH][O][CH]([CH]([CH])[OH])[CH]([CH2])[OH],,False,True,
674179319,75,[CH][CH]([CH2])[OH],,False,True,
576012786,76,[CH][CH]([O])[CH2][OH],,False,True,
751465417,77,[CH][CH]([OH])[CH2][OH],,False,True,
4136220120,78,[CH][CH]([OH])[CH]([OH])[CH]([CH])[OH],,False,True,
3619769568,79,[C][CH]([OH])[CH]([OH])[CH]([CH])[O],,False,True,
2935354863,80,[CH][CH]([CH])[O][CH]([CH])[O],,False,True,
3428543687,81,[CH2][CH2][CH2][CH2][NH],0.03233692402537552,True,True,0.004441818120491492
656417945,82,[CH2][NH][C](=[O])[CH]([CH])[OH],0.03233692402537552,True,True,0.004441818120491492
4203494655,83,[CH][CH]([OH])[CH]([OH])[C]([NH])=[O],0.03233692402537552,True,True,0.004441818120491492
649075404,84,[CH2][CH]([CH])[O],,False,True,
3920599003,85,[c],-0.08482272999784031,True,True,-0.043219781923730244
3515050116,86,[cH],,False,True,
2397784371,87,[O],-0.20988681776133492,True,True,-0.12473068229872153
3483534683,88,[c][O][CH2],-0.08840839067281128,True,True,-0.020150142329884907
4261443002,89,[C][CH3],-0.01400756319751036,True,True,-0.020150142329884907
927685696,90,[CH2][O][CH2][CH2][O],-0.08840839067281128,True,True,-0.020150142329884907
3600308116,91,[c][cH][cH],-0.036776288530532164,True,True,-0.043219781923730244
1838759254,92,[C][CH2][C],-0.08840839067281128,True,True,-0.020150142329884907
2709833800,93,[cH][c]([cH])[C],-0.08840839067281128,True,True,-0.020150142329884907
2708442669,94,[C][CH2][C]([CH3])([CH3])[CH3],-0.08840839067281128,True,True,-0.020150142329884907
691323696,95,[c][cH][cH][c]([cH])[C],-0.041907873500748205,True,True,-0.020150142329884907
3492694551,96,[cH][c]([cH])[O][CH2][CH2],-0.08840839067281128,True,True,-0.020150142329884907
2265307213,97,[c][C]([CH2])([CH3])[CH3],-0.08840839067281128,True,True,-0.020150142329884907
252222914,98,[cH][cH][c]([cH][cH])[C]([CH2])([CH3])[CH3],-0.08840839067281128,True,True,-0.020150142329884907
221813547,99,[c][C]([CH3])([CH3])[CH2][C]([CH3])([CH3])[CH3],-0.08840839067281128,True,True,-0.020150142329884907
2465584213,100,[cH][c]([cH])[O],-0.08840839067281128,True,True,-0.020150142329884907
2725445069,101,[c][O][CH2][CH2][O],-0.08840839067281128,True,True,-0.020150142329884907
735415753,102,[CH2][CH2][O],,False,True,
3038245089,103,[cH][c]([cH])[C]([CH3])([CH3])[CH2][C],-0.08840839067281128,True,True,-0.020150142329884907
169695886,104,[c][cH][cH][c]([cH])[O],-0.041907873500748205,True,True,-0.020150142329884907
688316216,105,[CH3][C]([CH3])([CH3])[CH2],-0.08840839067281128,True,True,-0.020150142329884907
1160485376,106,[cH][cH][c]([cH][cH])[O][CH2],-0.08840839067281128,True,True,-0.020150142329884907
489252890,107,[CH],-0.060910609010011205,True,True,-0.024846750714149407
1503073001,108,[CH2][CH]1[CH][CH][C]([CH2])([O])[O]1,,False,True,
1532180479,109,[CH]=[CH][CH2],-0.060910609010011205,True,True,-0.024846750714149407
1992864832,110,[CH]=[CH][CH2][CH2][CH2],-0.02801888014460515,True,True,-0.024846750714149407
2293059109,111,[CH2][CH2][C](=[O])[O][C],,False,False,
3511593982,112,[CH][C]([O])([O])[CH2][OH],,False,True,
3300601930,113,[CH2][CH2][CH2][C](=[O])[O],,False,True,
2009652334,114,[C][CH2][OH],,False,True,
1513124145,115,[CH2][CH]([CH])[O][C]([CH])([O])[O],,False,False,
3580343328,116,[C][O][C],,False,False,
881501737,117,[C][O][CH]([CH2][OH])[CH]([CH])[OH],-0.041243496482908294,True,True,-0.015534543056834507
4157913681,118,[CH][CH2][CH2][CH2][CH2],-0.060910609010011205,True,True,-0.024846750714149407
76958499,119,[CH][CH2][CH2],-0.060910609010011205,True,True,-0.024846750714149407
458916594,120,[CH2][C](=[O])[O][C]([CH])([O])[O],,False,False,
3536638577,121,[CH2][C]([CH])([O])[O][C]([CH])([O])[O],,False,False,
2927936440,122,[C][O][C],,False,False,
2254482952,123,[CH2][C](=[O])[O],,False,True,
2319960401,124,[C][O][C]([O][C])([O][CH])[CH]([CH])[OH],,False,False,
1258937222,125,[C][O][C]1([CH2][OH])[O][CH][CH][CH]1[OH],,False,False,
2994717591,126,[C][O][CH],,False,True,
121816185,127,[CH2][C]([CH])([O])[O],,False,True,
3023539316,128,[C][CH]([OH])[CH]([OH])[CH]([CH])[OH],,False,False,
837782995,129,[C][CH]([CH])[OH],-0.33947158750285056,True,True,-0.07200614355891055
706208664,130,[CH][C]([O])([O])[O],,False,False,
86658733,131,[CH2][C]1([O])[O][CH][CH]([OH])[CH]1[OH],,False,True,
667847388,132,[CH][CH]([OH])[CH]([OH])[C]([O])([O])[O],,False,False,
3290656364,133,[C]1[CH][CH2][CH2][O]1,-0.449123636750013,True,True,-0.0502135491037476
36031999,134,[CH2][CH2][CH2][C]([CH2])=[O],,False,False,
97747177,135,[C][CH]([CH2])[NH][C]([CH2])=[O],,False,True,
1925098886,136,[O]=[C]1[CH][CH2][CH2][O]1,,False,True,
2499891788,137,[C][CH2][C],,False,False,
1330721049,138,[C][CH2][C](=[O])[CH2][CH2],,False,False,
929929947,139,[NH][CH]1[CH2][CH2][O][C]1=[O],-0.449123636750013,True,True,-0.0502135491037476
3875003981,140,[NH][CH]1[C][O][CH2][CH2]1,-0.449123636750013,True,True,-0.0502135491037476
1090409405,141,[CH2][C]([CH2])=[O],,False,False,
388545553,142,[CH2][C](=[O])[CH2][C]([NH])=[O],,False,False,
598576994,143,[C][NH][CH],0.4820936446244953,True,True,0.08603330013477656
1254232763,144,[C][O][CH2],,False,True,
597434239,145,[C][NH][CH]1[CH2][CH2][O][C]1=[O],-0.449123636750013,True,True,-0.0502135491037476
2867777796,146,[C][CH2][C](=[O])[NH][CH],,False,False,
1299297690,147,[C][CH]([CH2])[NH],,False,True,
811938756,148,[CH][C](=[O])[O],-0.3882429722304331,True,True,-0.09416275193587176
1817285989,149,[CH2][C]([NH])=[O],,False,True,
780798759,150,[CH2][CH2][CH2][C]([NH])=[O],,False,True,
1746088985,151,[CH2][CH2][O][CH2][CH],-0.21061103509117124,True,True,-0.06727722732506464
