,fingerprint_index,SMILES,weight,selected,above_threshold_occurence,norm_weight,above_threshold_occurance
1562328517,0,[CH3],,False,,,True
2327569918,1,[CH2],0.2311286437669222,True,,-0.13489048948684834,True
1601422510,2,[CH],,False,,,True
1384807378,3,[OH],,False,,,True
2590655816,4,[CH3][CH2],,False,,,True
3612856161,5,[CH3][CH2][CH2],,False,,,True
4029379886,6,[CH2][CH2][CH2],0.7640039428516571,True,,-0.4848944584524241,True
1276182380,7,[CH2][CH2][CH],-0.31793091328237477,True,,-0.22440977545260393,True
1202638763,8,[CH2][CH]([CH2])[OH],-0.2619401443373336,True,,-0.044275965494179836,True
2951080420,9,[CH][OH],,False,,,True
3805832141,10,[CH][CH2][OH],,False,,,True
799491322,11,[CH2][OH],-0.03084508448996536,True,,-0.08323173265535368,True
3283844714,12,[CH3][CH2][CH2][CH2],0.0005801894524419868,True,,0.016603963887991263,True
385120156,13,[CH3][CH2][CH2][CH2][CH2],,False,,,True
1574479333,14,[CH2][CH2][CH2][CH2][CH2],0.7932605848281453,True,,-0.6193454570505834,True
2710357938,15,[CH2][CH2][CH2][CH2][CH],,False,,,True
578328089,16,[CH2][CH2][CH2][CH]([CH2])[OH],,False,,,True
3092176364,17,[CH2][CH2][CH]([OH])[CH2][OH],,False,,,False
801467784,18,[CH2][CH]([OH])[CH2][OH],,False,,,True
1654312659,19,[CH2][CH2][OH],-0.08491671789101164,True,,-0.05118531469725518,True
3295517592,20,[CH2][CH2][CH]([OH])[CH2][CH2],,False,,,True
506738808,21,[CH2][CH]([OH])[CH2][CH2][OH],,False,,,True
4190410062,22,[CH][CH2][CH2][OH],,False,,,True
2234426345,23,[O],,False,,,True
1172731036,24,[CH2][CH2][O],,False,,,True
3084789070,25,[CH2][O][CH2],,False,,,True
439219589,26,[CH2][CH2][CH2][CH2][O],,False,,,True
3899239722,27,[CH2][CH2][O][CH2][CH2],,False,,,True
1637092228,28,[CH2][O][CH2][CH2][OH],-0.0813549985409975,True,,-0.04278652234575896,True
1113958265,29,[O][CH2][CH2][OH],-0.0813549985409975,True,,-0.04278652234575896,True
2674925467,30,[C],,False,,,True
2458493159,31,[O],,False,,,True
272970254,32,[N],-0.13922869834608834,True,,-0.04496342873400894,True
2063681763,33,[C][CH2][CH2],,False,,,True
2967134434,34,[CH2][C]([N])=[O],,False,,,True
1352712914,35,[C]=[O],,False,,,True
3427180722,36,[C][N]([CH2])[CH2],,False,,,False
2753223836,37,[CH2][CH2][N],-0.032689141099285696,True,,-0.009111617000414851,True
365859906,38,[C][CH2][CH2][CH2][CH2],,False,,,True
4052032810,39,[CH2][CH2][CH2][C]([N])=[O],,False,,,True
3557641287,40,[CH2][CH2][C](=[O])[N]([CH2])[CH2],,False,,,False
2546678617,41,[CH2][CH2][N]([CH2][CH2])[C]([CH2])=[O],,False,,,False
891929166,42,[C][N]([CH2])[CH2][CH2][OH],,False,,,False
1103433085,43,[N][CH2][CH2][OH],,False,,,False
3117297370,44,[S],,False,,,True
4270019529,45,[C],-0.01850126251513224,True,,-0.0475955905782091,True
748993029,46,[F],-0.00803129910323396,True,,-0.07128965964996724,True
4267936983,47,[CH2][CH2][S],,False,,,True
409271570,48,[CH2][S][CH2],,False,,,True
3640497695,49,[CH2][CH2][C],,False,,,True
1001005300,50,[CH2][C]([C])([F])[F],,False,,,True
356939628,51,[C][F],-0.00803129910323396,True,,-0.07128965964996724,True
1968395370,52,[C][C]([C])([F])[F],-0.027001743051195425,True,,-0.033165792984443124,True
3140242350,53,[C][C]([F])([F])[F],,False,,,True
270656494,54,[CH2][O][CH2][CH2][S],-0.2656195217312682,True,,-0.06442219672494495,True
23781402,55,[CH2][S][CH2][CH2][O],,False,,,True
2873753161,56,[CH2][CH2][S][CH2][CH2],,False,,,True
2863356391,57,[C][CH2][CH2][S][CH2],,False,,,True
2396470104,58,[C][C]([F])([F])[CH2][CH2][S],,False,,,True
1617552634,59,[CH2][CH2][C]([F])([F])[C]([C])([F])[F],,False,,,True
3593970757,60,[CH2][C]([F])([F])[C]([F])([F])[C]([C])([F])[F],,False,,,True
1080950967,61,[C][C]([F])([F])[C]([F])([F])[C]([C])([F])[F],-0.06222745809960669,True,,-0.04085810903139711,True
2202356979,62,[C][C]([F])([F])[C]([F])([F])[C]([F])([F])[F],,False,,,True
2183570019,63,[C][C]([F])([F])[C]([F])([F])[F],,False,,,True
4241214875,64,[NH],,False,,,True
3921851556,65,[CH2][CH2][NH],,False,,,True
2091023532,66,[C][NH][CH2],,False,,,True
4243704389,67,[CH][C]([NH])=[O],,False,,,True
1891596324,68,[C][CH]([CH])[OH],,False,,,True
2077747447,69,[CH][CH]([CH])[OH],,False,,,True
2782126479,70,[CH][CH]([CH])[O],,False,,,True
2342978066,71,[CH][O][CH],,False,,,True
2888133247,72,[CH][CH]([O])[O],,False,,,True
846922287,73,[CH2][CH]([CH])[O],,False,,,True
4220863977,74,[CH][CH]([CH2])[OH],,False,,,True
2851215217,75,[CH2][CH2][CH2][CH2][NH],,False,,,True
2632238000,76,[CH2][CH2][NH][C]([CH])=[O],,False,,,True
882191708,77,[CH2][NH][C](=[O])[CH]([CH])[OH],,False,,,True
2000876983,78,[CH][CH]([OH])[CH]([OH])[C]([NH])=[O],,False,,,True
2954916399,79,[C][CH]([OH])[CH]([OH])[CH]([CH])[O],,False,,,True
4230557049,80,[CH][O][CH]([CH]([CH])[OH])[CH]([CH2])[OH],,False,,,True
797187887,81,[CH][CH]([CH])[O][CH]([CH])[O],,False,,,True
3125979408,82,[CH][O][CH]([O][CH])[CH]([CH])[OH],,False,,,True
2682915788,83,[CH2][CH]([CH])[O][CH]([CH])[O],,False,,,True
3160534101,84,[CH][O][CH]([CH2][OH])[CH]([CH])[OH],,False,,,True
650115776,85,[CH][CH]([O])[CH2][OH],,False,,,True
3395682584,86,[CH2][CH]([O])[CH]([OH])[CH]([CH])[OH],,False,,,True
413003485,87,[CH][CH]([OH])[CH]([OH])[CH]([CH])[OH],,False,,,True
3829764146,88,[CH][CH]([OH])[CH]([OH])[CH]([O])[O],,False,,,True
1526145709,89,[CH][CH]([O])[CH]([OH])[CH2][OH],,False,,,True
3549499359,90,[CH][CH]([OH])[CH2][OH],,False,,,True
823692810,91,[c],,False,,,True
3717624223,92,[cH],,False,,,True
3023475870,93,[O],-0.1315393520718849,True,,-0.07771145303515223,True
2998707833,94,[CH3][C],-0.022223422054667076,True,,-0.029441648257052533,True
1261893026,95,[CH3][C]([CH3])([CH3])[CH2],-0.1365153069072405,True,,-0.029441648257052505,True
2516902529,96,[C][CH2][C],-0.1365153069072405,True,,-0.029441648257052505,True
2268261086,97,[c][C]([CH2])([CH3])[CH3],-0.1365153069072405,True,,-0.029441648257052505,True
2109266033,98,[cH][c]([cH])[C],-0.1365153069072405,True,,-0.029441648257052505,True
2147637259,99,[c][cH][cH],,False,,,True
2100032007,100,[cH][c]([cH])[O],-0.1365153069072405,True,,-0.029441648257052505,True
3188168535,101,[c][O][CH2],-0.1365153069072405,True,,-0.029441648257052505,True
3605008363,102,[CH2][CH2][O],,False,,,True
3185120398,103,[C][CH2][C]([CH3])([CH3])[CH3],-0.1365153069072405,True,,-0.029441648257052505,True
501671658,104,[c][C]([CH3])([CH3])[CH2][C]([CH3])([CH3])[CH3],-0.1365153069072405,True,,-0.029441648257052505,True
3541052046,105,[cH][c]([cH])[C]([CH3])([CH3])[CH2][C],-0.1365153069072405,True,,-0.029441648257052505,True
1051547202,106,[cH][cH][c]([cH][cH])[C]([CH2])([CH3])[CH3],-0.1365153069072405,True,,-0.029441648257052505,True
418590412,107,[c][cH][cH][c]([cH])[C],-0.06508287887438209,True,,-0.029441648257052505,True
3798876652,108,[c][cH][cH][c]([cH])[O],-0.06508287887438209,True,,-0.029441648257052505,True
3261174473,109,[cH][cH][c]([cH][cH])[O][CH2],-0.1365153069072405,True,,-0.029441648257052505,True
3046844579,110,[cH][c]([cH])[O][CH2][CH2],-0.1365153069072405,True,,-0.029441648257052505,True
3183394848,111,[c][O][CH2][CH2][O],-0.1365153069072405,True,,-0.029441648257052505,True
304633600,112,[CH2][O][CH2][CH2][O],,False,,,True
1946083342,113,[CH],-0.042154573763734694,True,,-0.01621495193515854,True
405168047,114,[CH][CH2][CH2],-0.042154573763734694,True,,-0.01621495193515854,True
397384550,115,[CH]=[CH][CH2],-0.042154573763734694,True,,-0.01621495193515854,True
3145721955,116,[CH2][C](=[O])[O],,False,,,True
1728803276,117,[C][O][C],,False,,,False
3510442028,118,[CH][C]([O])([O])[O],,False,,,False
3522278113,119,[C][O][C],,False,,,False
4160119529,120,[CH2][C]([CH])([O])[O],,False,,,True
1246506466,121,[C][CH2][OH],,False,,,True
590564413,122,[C][O][CH],,False,,,True
3544426200,123,[C][CH]([CH])[OH],0.10732330164630627,True,,0.02726082899012741,True
230611379,124,[CH][CH2][CH2][CH2][CH2],-0.027099368848115278,True,,-0.01621495193515861,True
2348678886,125,[CH2][CH]=[CH][CH2][CH2],-0.042154573763734694,True,,-0.01621495193515854,True
65521271,126,[CH][CH2][CH2][CH2][CH2],-0.0873201885105933,True,,-0.01621495193515854,True
1677354821,127,[CH2][CH2][CH2][C](=[O])[O],,False,,,True
2377840407,128,[CH2][CH2][C](=[O])[O][C],,False,,,False
3178605751,129,[CH2][C](=[O])[O][C]([CH])([O])[O],,False,,,False
1259595693,130,[C][O][C]([O][C])([O][CH])[CH]([CH])[OH],,False,,,False
428391211,131,[CH2][C]([CH])([O])[O][C]([CH])([O])[O],,False,,,False
984772181,132,[C][O][C]1([CH2][OH])[O][CH][CH][CH]1[OH],,False,,,False
1565748324,133,[CH][C]([O])([O])[CH2][OH],,False,,,True
2750663944,134,[CH2][CH]1[CH][CH][C]([CH2])([O])[O]1,,False,,,True
3074847232,135,[OH][CH2][CH]1[O][C][CH][CH]1[OH],,False,,,True
950337476,136,[CH2][CH]1[O][C][CH]([OH])[CH]1[OH],,False,,,True
4292541488,137,[CH2][C]1([O])[O][CH][CH]([OH])[CH]1[OH],,False,,,True
3959635949,138,[CH2][CH]([CH])[O][C]([CH])([O])[O],,False,,,False
3932098561,139,[C][CH]([OH])[CH]([OH])[CH]([CH])[OH],-1.5165056220785789,True,,-0.16074927444210202,True
2955546325,140,[CH][CH]([OH])[CH]([OH])[C]([O])([O])[O],,False,,,False
4103019142,141,[CH2][C]([CH2])=[O],,False,,,True
857176388,142,[C][CH2][C],,False,,,True
10856466,143,[CH2][C]([NH])=[O],,False,,,True
3231315694,144,[C][NH][CH],,False,,,True
706580967,145,[C][CH]([CH2])[NH],,False,,,True
2363596439,146,[C][O][CH2],,False,,,True
1194035764,147,[CH][C](=[O])[O],,False,,,True
2484777265,148,[CH2][CH2][CH2][C]([CH2])=[O],,False,,,True
3129807539,149,[C][CH2][C](=[O])[CH2][CH2],,False,,,True
979005520,150,[CH2][C](=[O])[CH2][C]([NH])=[O],,False,,,True
2972100609,151,[C][CH2][C](=[O])[NH][CH],,False,,,True
1247508853,152,[C][CH]([CH2])[NH][C]([CH2])=[O],,False,,,True
3208541561,153,[C][NH][CH]1[CH2][CH2][O][C]1=[O],-0.40681432266274875,True,,-0.061329566709768774,True
2586151204,154,[NH][CH]1[C][O][CH2][CH2]1,-0.40681432266274875,True,,-0.061329566709768774,True
